example_id,source_id,quantity,value,units,evidence_status,method,caveat,sheet_page
G002,R01,tenancy_capacity,5,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 1, building_id 2"
G002,R01,jobs_per_premised_business,9,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 1, building_id 2"
G002,R01,roof_rise_m,3.249,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 1, building_id 2"
G002,R01,roof_pitch_degrees,27.751,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 1, building_id 2"
G003,R01,east_west_m,24.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 2, building_id 3"
G003,R01,south_north_m,16.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 2, building_id 3"
G003,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 2, building_id 3"
G003,R01,floor_m2,1152,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 2, building_id 3"
G003,R01,tenancy_capacity,2,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 2, building_id 3"
G003,R01,jobs_per_premised_business,12,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 2, building_id 3"
G003,R01,roof_rise_m,4.125,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 2, building_id 3"
G003,R01,roof_pitch_degrees,26.29,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 2, building_id 3"
G004,R01,east_west_m,52.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 3, building_id 4"
G004,R01,south_north_m,24.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 3, building_id 4"
G004,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 3, building_id 4"
G004,R01,floor_m2,2496,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 3, building_id 4"
G004,R01,tenancy_capacity,6,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 3, building_id 4"
G004,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 3, building_id 4"
G004,R01,roof_rise_m,4.068,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 3, building_id 4"
G004,R01,roof_pitch_degrees,33.376,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 3, building_id 4"
G005,R01,east_west_m,60.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 4, building_id 5"
G005,R01,south_north_m,24.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 4, building_id 5"
G005,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 4, building_id 5"
G005,R01,floor_m2,4320,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 4, building_id 5"
G005,R01,tenancy_capacity,10,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 4, building_id 5"
G005,R01,jobs_per_premised_business,9,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 4, building_id 5"
G005,R01,roof_rise_m,3.278,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 4, building_id 5"
G005,R01,roof_pitch_degrees,27.962,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 4, building_id 5"
G006,R01,east_west_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 5, building_id 6"
G006,R01,south_north_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 5, building_id 6"
G006,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 5, building_id 6"
G006,R01,floor_m2,1568,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 5, building_id 6"
G006,R01,tenancy_capacity,3,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 5, building_id 6"
G006,R01,jobs_per_premised_business,10,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 5, building_id 6"
G006,R01,roof_rise_m,4.406,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 5, building_id 6"
G006,R01,roof_pitch_degrees,31.553,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 5, building_id 6"
G007,R01,east_west_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 6, building_id 7"
G007,R01,south_north_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 6, building_id 7"
G007,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 6, building_id 7"
G007,R01,floor_m2,1680,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 6, building_id 7"
G007,R01,tenancy_capacity,4,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 6, building_id 7"
G007,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 6, building_id 7"
G007,R01,roof_rise_m,3.382,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 6, building_id 7"
G007,R01,roof_pitch_degrees,33.166,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 6, building_id 7"
G008,R01,east_west_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 7, building_id 8"
G008,R01,south_north_m,60.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 7, building_id 8"
G008,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 7, building_id 8"
G008,R01,floor_m2,3360,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 7, building_id 8"
G008,R01,tenancy_capacity,8,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 7, building_id 8"
G008,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 7, building_id 8"
G008,R01,roof_rise_m,3.945,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 7, building_id 8"
G008,R01,roof_pitch_degrees,28.803,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 7, building_id 8"
G009,R01,east_west_m,24.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 8, building_id 9"
G009,R01,south_north_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 8, building_id 9"
G009,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 8, building_id 9"
G009,R01,floor_m2,960,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 8, building_id 9"
G009,R01,tenancy_capacity,2,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 8, building_id 9"
G009,R01,jobs_per_premised_business,10,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 8, building_id 9"
G009,R01,roof_rise_m,2.822,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 8, building_id 9"
G009,R01,roof_pitch_degrees,28.604,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 8, building_id 9"
G010,R01,east_west_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 9, building_id 10"
G010,R01,south_north_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 9, building_id 10"
G010,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 9, building_id 10"
G010,R01,floor_m2,1680,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 9, building_id 10"
G010,R01,tenancy_capacity,4,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 9, building_id 10"
G010,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 9, building_id 10"
G010,R01,roof_rise_m,2.571,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 9, building_id 10"
G010,R01,roof_pitch_degrees,26.419,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 9, building_id 10"
G011,R01,east_west_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 10, building_id 11"
G011,R01,south_north_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 10, building_id 11"
G011,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 10, building_id 11"
G011,R01,floor_m2,1120,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 10, building_id 11"
G011,R01,tenancy_capacity,2,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 10, building_id 11"
G011,R01,jobs_per_premised_business,11,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 10, building_id 11"
G011,R01,roof_rise_m,2.892,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 10, building_id 11"
G011,R01,roof_pitch_degrees,29.198,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 10, building_id 11"
G012,R01,east_west_m,24.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 11, building_id 12"
G012,R01,south_north_m,32.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 11, building_id 12"
G012,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 11, building_id 12"
G012,R01,floor_m2,1536,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 11, building_id 12"
G012,R01,tenancy_capacity,3,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 11, building_id 12"
G012,R01,jobs_per_premised_business,10,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 11, building_id 12"
G012,R01,roof_rise_m,4.172,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 11, building_id 12"
G012,R01,roof_pitch_degrees,34.044,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 11, building_id 12"
G013,R01,east_west_m,32.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G013,R01,south_north_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G013,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G013,R01,floor_m2,1280,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G013,R01,tenancy_capacity,3,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G013,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G013,R01,roof_rise_m,2.716,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G013,R01,roof_pitch_degrees,27.692,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G014,R01,east_west_m,36.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
G014,R01,south_north_m,16.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
G014,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
G014,R01,floor_m2,1152,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
G014,R01,tenancy_capacity,2,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
G014,R01,jobs_per_premised_business,12,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
