example_id,source_id,quantity,value,units,evidence_status,method,caveat,sheet_page
G013,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G013,R01,floor_m2,1280,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G013,R01,tenancy_capacity,3,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G013,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G013,R01,roof_rise_m,2.716,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G013,R01,roof_pitch_degrees,27.692,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 12, building_id 13"
G014,R01,east_west_m,36.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
G014,R01,south_north_m,16.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
G014,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
G014,R01,floor_m2,1152,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
G014,R01,tenancy_capacity,2,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
G014,R01,jobs_per_premised_business,12,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
G014,R01,roof_rise_m,4.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
G014,R01,roof_pitch_degrees,28.321,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 13, building_id 14"
G015,R01,east_west_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 14, building_id 15"
G015,R01,south_north_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 14, building_id 15"
G015,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 14, building_id 15"
G015,R01,floor_m2,1200,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 14, building_id 15"
G015,R01,tenancy_capacity,3,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 14, building_id 15"
G015,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 14, building_id 15"
G015,R01,roof_rise_m,3.076,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 14, building_id 15"
G015,R01,roof_pitch_degrees,30.727,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 14, building_id 15"
G016,R01,east_west_m,40.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 15, building_id 16"
G016,R01,south_north_m,24.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 15, building_id 16"
G016,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 15, building_id 16"
G016,R01,floor_m2,2880,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 15, building_id 16"
G016,R01,tenancy_capacity,7,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 15, building_id 16"
G016,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 15, building_id 16"
G016,R01,roof_rise_m,3.631,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 15, building_id 16"
G016,R01,roof_pitch_degrees,30.456,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 15, building_id 16"
G017,R01,east_west_m,32.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 16, building_id 17"
G017,R01,south_north_m,16.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 16, building_id 17"
G017,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 16, building_id 17"
G017,R01,floor_m2,1536,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 16, building_id 17"
G017,R01,tenancy_capacity,3,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 16, building_id 17"
G017,R01,jobs_per_premised_business,10,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 16, building_id 17"
G017,R01,roof_rise_m,4.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 16, building_id 17"
G017,R01,roof_pitch_degrees,28.321,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 16, building_id 17"
G018,R01,east_west_m,32.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 17, building_id 18"
G018,R01,south_north_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 17, building_id 18"
G018,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 17, building_id 18"
G018,R01,floor_m2,1920,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 17, building_id 18"
G018,R01,tenancy_capacity,4,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 17, building_id 18"
G018,R01,jobs_per_premised_business,10,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 17, building_id 18"
G018,R01,roof_rise_m,3.202,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 17, building_id 18"
G018,R01,roof_pitch_degrees,31.747,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 17, building_id 18"
G019,R01,east_west_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 18, building_id 19"
G019,R01,south_north_m,16.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 18, building_id 19"
G019,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 18, building_id 19"
G019,R01,floor_m2,1344,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 18, building_id 19"
G019,R01,tenancy_capacity,3,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 18, building_id 19"
G019,R01,jobs_per_premised_business,9,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 18, building_id 19"
G019,R01,roof_rise_m,4.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 18, building_id 19"
G019,R01,roof_pitch_degrees,28.321,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 18, building_id 19"
G020,R01,east_west_m,40.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 19, building_id 20"
G020,R01,south_north_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 19, building_id 20"
G020,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 19, building_id 20"
G020,R01,floor_m2,3360,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 19, building_id 20"
G020,R01,tenancy_capacity,8,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 19, building_id 20"
G020,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 19, building_id 20"
G020,R01,roof_rise_m,3.989,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 19, building_id 20"
G020,R01,roof_pitch_degrees,29.072,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 19, building_id 20"
G021,R01,east_west_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 20, building_id 21"
G021,R01,south_north_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 20, building_id 21"
G021,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 20, building_id 21"
G021,R01,floor_m2,1680,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 20, building_id 21"
G021,R01,tenancy_capacity,4,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 20, building_id 21"
G021,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 20, building_id 21"
G021,R01,roof_rise_m,2.539,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 20, building_id 21"
G021,R01,roof_pitch_degrees,26.134,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 20, building_id 21"
G022,R01,east_west_m,52.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 21, building_id 22"
G022,R01,south_north_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 21, building_id 22"
G022,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 21, building_id 22"
G022,R01,floor_m2,3120,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 21, building_id 22"
G022,R01,tenancy_capacity,7,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 21, building_id 22"
G022,R01,jobs_per_premised_business,9,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 21, building_id 22"
G022,R01,roof_rise_m,3.378,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 21, building_id 22"
G022,R01,roof_pitch_degrees,33.135,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 21, building_id 22"
G023,R01,east_west_m,56.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 22, building_id 23"
G023,R01,south_north_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 22, building_id 23"
G023,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 22, building_id 23"
G023,R01,floor_m2,4704,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 22, building_id 23"
G023,R01,tenancy_capacity,11,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 22, building_id 23"
G023,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 22, building_id 23"
G023,R01,roof_rise_m,4.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 22, building_id 23"
G023,R01,roof_pitch_degrees,32.095,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 22, building_id 23"
G024,R01,east_west_m,16.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 23, building_id 24"
G024,R01,south_north_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 23, building_id 24"
G024,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 23, building_id 24"
G024,R01,floor_m2,960,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 23, building_id 24"
G024,R01,tenancy_capacity,2,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 23, building_id 24"
G024,R01,jobs_per_premised_business,10,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 23, building_id 24"
G024,R01,roof_rise_m,4.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 23, building_id 24"
G024,R01,roof_pitch_degrees,28.321,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 23, building_id 24"
G025,R01,east_west_m,24.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 24, building_id 25"
G025,R01,south_north_m,24.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 24, building_id 25"
G025,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 24, building_id 25"
G025,R01,floor_m2,1152,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 24, building_id 25"
